6938_70848_000000_000000	Chapter XII	Chapter twelve	false	1.8	17.94	25.421324
6938_70848_000100_000000	Zinoviev announced the agreement with the Peasants' Congress, to a shaking roar which rose and burst into storm as the sound of music blared down the corridor, and the head of the procession came in.	Zinoviev announced the agreement with the Peasants' Congress, to a shaking roar which rose and burst into storm as the sound of music blared down the corridor, and the head of the procession came in.	false	2105.4	2117.68	21
6938_70848_000100_000001	On the platform the presidium rose and made place for the Peasants' presidium, the two embracing; behind them the two banners were intertwined against the white wall, over the empty frame from which the Tsar's picture had been torn....	On the platform the presidium rose and made place for the Peasants' presidium, the two embracing; behind them the two banners were intertwined against the white wall, over the empty frame from which the Tsar's picture had been torn....	false	2117.68	2132.1	18
6938_70848_000101_000000	Then opened the "triumphal session." After a few words of welcome from Sverdlov, Maria Spiridonova, slight, pale, with spectacles and hair drawn flatly down, and the air of a New England school-teacher, took the tribune--the most loved and the most powerful woman in all Russia.	Then opened the "triumphal session." After a few words of welcome from Sverdlov, Maria Spiridonova, slight, pale, with spectacles and hair drawn flatly down, and the air of a New England school teacher, took the tribune-the most loved and the most powerful woman in all Russia.	false	2132.1	2151.27	22.98856
6938_70848_000102_000000	"...	quote dot dot dot	false	2151.27	2151.3	-20
6938_70848_000102_000001	Before the workers of Russia open now horizons which history has never known....	Before the workers of Russia open now horizons which history has never known....	false	2151.3	2156.8	21
6938_70848_000102_000002	All workers' movements in the past have been defeated. But the present movement is international, and that is why it is invincible.	All workers' movements in the past have been defeated. But the present movement is international, and that is why it is invincible.	false	2156.8	2165.14	24
6938_70848_000102_000003	There is no force in the world which can put out the fire of the Revolution!	There is no force in the world which can put out the fire of the Revolution!	true	2165.48	2170.18	19.927425
6938_70848_000102_000004	The old world crumbles down, the new world begins...."	The old world crumbles down, the new world begins...."	false	2170.37	2173.84	22
6938_70848_000103_000000	Then Trotzky, full of fire: "I wish you welcome, comrades peasants! You come here not as guests, but as masters of this house, which holds the heart of the Russian Revolution.	Then Trotzky, full of fire: "I wish you welcome, comrades peasants! You come here not as guests, but as masters of this house, which holds the heart of the Russian Revolution.	false	2173.97	2185.27	22.872002
6938_70848_000103_000001	The will of millions of workers is now concentrated in this hall....	The will of millions of workers is now concentrated in this hall....	false	2185.58	2189.41	23
6938_70848_000103_000002	There is now only one master of the Russian land: the union of the workers, soldiers and peasants...."	There is now only one master of the Russian land: the union of the workers, soldiers and peasants...."	false	2189.69	2195.32	16
6938_70848_000104_000000	With biting sarcasm he went on to speak of the Allied diplomats, till then contemptuous of Russia's invitation to an armistice, which had been accepted by the Central Powers.	With biting sarcasm he went on to speak of the Allied diplomats, till then contemptuous of Russia's invitation to an armistice, which had been accepted by the Central Powers.	true	2195.66	2207.71	25.640697
6938_70848_000105_000000	"A new humanity will be born of this war....	"A new humanity will be born of this war....	false	2207.9	2220.14	23.208336
6938_70848_000105_000001	In this hall we swear to workers of all lands to remain at our revolutionary post.	In this hall we swear to workers of all lands to remain at our revolutionary post.	false	2220.14	2244.68	22
6938_70848_000105_000002	If we are broken, then it will be in defending our flag...."	If we are broken, then it will be in defending our flag...."	true	2244.68	2248.14	22
6938_70848_000106_000000	Krylenko followed him, explaining the situation at the front, where Dukhonin was preparing to resist the Council of People's Commissars. "Let Dukhonin and those with him understand well that we shall not deal gently with those who bar the road to peace!"	Krylenko followed him, explaining the situation at the front, where Dukhonin was preparing to resist the Council of People's Commissars. "Let Dukhonin and those with him understand well that we shall not deal gently with those who bar the road to peace!"	false	2248.14	2264.98	25.279922
6938_70848_000107_000000	Dybenko saluted the assembly in the name of the Fleet, and Krushinsky, member of the _Vikzhel,_ said, "From this moment, when the union of all true Socialists is realised, the whole army of railway workers places itself absolutely at the disposition of the revolutionary democracy!" And Lunatcharsky, almost weeping, and Proshian, for the Left Socialist Revolutionaries, and finally Saharashvili, for the United Social Democrats Internationalists, composed of members of the Martov's and of Gorky's groups, who declared:	Dybenko saluted the assembly in the name of the Fleet, and Krushinsky, member of the underscore Vikzhel,underscore said, "From this moment, when the union of all true Socialists is realised, the whole army of railway workers places itself absolutely at the disposition of the revolutionary democracy!" And Lunatcharsky, almost weeping, and Proshian, for the Left Socialist Revolutionaries, and finally Saharashvili, for the United Social Democrats Internationalists, composed of members of the Martov's and of Gorky's groups, who declared:	false	2265.35	2301.1	22
6938_70848_000108_000000	"We left the _Tsay-ee-kah_ because of the uncompromising policy of the Bolsheviki, and to force them to make concessions in order to realise the union of all the revolutionary democracy.	"We left the underscore Tsay ee kah underscore because of the uncompromising policy of the Bolsheviki, and to force them to make concessions in order to realise the union of all the revolutionary democracy.	false	2301.2	2312.38	20
6938_70848_000108_000001	Now that that union is brought about, we consider it a sacred duty to take our places once more in the _Tsay-ee-kah_....	Now that that union is brought about, we consider it a sacred duty to take our places once more in the underscore Tsay ee kah underscore....	false	2312.54	2320.86	25.368052
6938_70848_000108_000002	We declare that all those who have withdrawn from the _Tsay-ee-kah_ should now return."	We declare that all those who have withdrawn from the underscore Tsay ee kah underscore should now return."	false	2320.86	2325.13	22
6938_70848_000109_000000	Stachkov, a dignified old peasant of the presidium of the Peasants' Congress, bowed to the four corners of the room.	Stachkov, a dignified old peasant of the presidium of the Peasants' Congress, bowed to the four corners of the room.	false	2325.38	2332.82	23
6938_70848_000109_000001	"I greet you with the christening of a new Russian life and freedom!"	"I greet you with the christening of a new Russian life and freedom!"	true	2332.82	2336.82	21
6938_70848_000110_000000	Gronsky, in the name of the Polish Social Democracy; Skripnik, for the Factory-Shop Committees; Tifonov, for the Russian soldiers at Salonika; and others, interminably, speaking out of full hearts, with the happy eloquence of hopes fulfilled....	Gronsky, in the name of the Polish Social Democracy; Skripnik, for the Factory Shop Committees; Tifonov, for the Russian soldiers at Salonika; and others, interminably, speaking out of full hearts, with the happy eloquence of hopes fulfilled....	false	2336.82	2353.45	27
6938_70848_000111_000000	It was late in the night when the following resolution was put and passed unanimously:	It was late in the night when the following resolution was put and passed unanimously:	false	2353.45	2358.48	16
6938_70848_000112_000000	"The _Tsay-ee-kah,_ united in extraordinary session with the Petrograd Soviet and the Peasants' Congress, confirms the Land and Peace decrees adopted by the second Congress of Soviets of Workers' and Soldiers' Deputies, and also the decree on Workers' Control adopted by the _Tsay-ee-kah._	"The underscore Tsay ee kah,underscore united in extraordinary session with the Petrograd Soviet and the Peasants' Congress, confirms the Land and Peace decrees adopted by the second Congress of Soviets of Workers' and Soldiers' Deputies, and also the decree on Workers' Control adopted by the underscore Tsay ee kah.underscore	false	2358.48	2376.43	25.235123
6938_70848_000113_000000	"The joint session of the _Tsay-ee-kah_ and the Peasants' Congress expresses its firm conviction that the union of workers, soldiers and peasants, this fraternal union of all the workers and all exploited, will consolidate the power conquered by them, that it will take all revolutionary measures to hasten the passing of the power into the hands of the working-class in other countries, and that it will assure in this manner the lasting accomplishment of a just peace and the victory of Socialism." (See App.	"The joint session of the underscore Tsay ee kah underscore and the Peasants' Congress expresses its firm conviction that the union of workers, soldiers and peasants, this fraternal union of all the workers and all exploited, will consolidate the power conquered by them, that it will take all revolutionary measures to hasten the passing of the power into the hands of the working class in other countries, and that it will assure in this manner the lasting accomplishment of a just peace and the victory of Socialism." (See App.	false	2376.43	2408.22	23
6938_70848_000113_000001	XI, Sect. 2)	XI, Sect. two)	false	2408.22	2424.18	21.93146
